Edad,Ano ,Origen,dx
50,2017,Norteamerica,3
51,2017,Norteamerica,2
52,2017,Norteamerica,2
53,2017,Norteamerica,2
54,2017,Norteamerica,5
55,2017,Norteamerica,5
56,2017,Norteamerica,7
57,2017,Norteamerica,7
58,2017,Norteamerica,4
59,2017,Norteamerica,6
60,2017,Norteamerica,6
61,2017,Norteamerica,6
62,2017,Norteamerica,5
63,2017,Norteamerica,4
64,2017,Norteamerica,6
65,2017,Norteamerica,8
66,2017,Norteamerica,5
67,2017,Norteamerica,5
68,2017,Norteamerica,11
69,2017,Norteamerica,9
70,2017,Norteamerica,4
71,2017,Norteamerica,2
72,2017,Norteamerica,5
73,2017,Norteamerica,8
74,2017,Norteamerica,8
75,2017,Norteamerica,9
76,2017,Norteamerica,6
77,2017,Norteamerica,6
78,2017,Norteamerica,7
79,2017,Norteamerica,6
80,2017,Norteamerica,4
81,2017,Norteamerica,6
82,2017,Norteamerica,6
83,2017,Norteamerica,5
84,2017,Norteamerica,7
85,2017,Norteamerica,11
86,2017,Norteamerica,8
87,2017,Norteamerica,14
88,2017,Norteamerica,13
89,2017,Norteamerica,13
90,2017,Norteamerica,70
0,2018,Norteamerica,6
1,2018,Norteamerica,2
2,2018,Norteamerica,2
3,2018,Norteamerica,3
4,2018,Norteamerica,3
5,2018,Norteamerica,2
6,2018,Norteamerica,2
7,2018,Norteamerica,2
8,2018,Norteamerica,2
9,2018,Norteamerica,2
10,2018,Norteamerica,2
11,2018,Norteamerica,2
12,2018,Norteamerica,2
13,2018,Norteamerica,3
14,2018,Norteamerica,2
15,2018,Norteamerica,3
16,2018,Norteamerica,2
17,2018,Norteamerica,2
18,2018,Norteamerica,2
19,2018,Norteamerica,3
20,2018,Norteamerica,2
21,2018,Norteamerica,3
22,2018,Norteamerica,2
23,2018,Norteamerica,2
24,2018,Norteamerica,2
25,2018,Norteamerica,2
26,2018,Norteamerica,2
27,2018,Norteamerica,2
28,2018,Norteamerica,2
29,2018,Norteamerica,2
30,2018,Norteamerica,3
31,2018,Norteamerica,2
32,2018,Norteamerica,2
33,2018,Norteamerica,2
34,2018,Norteamerica,2
35,2018,Norteamerica,2
36,2018,Norteamerica,2
37,2018,Norteamerica,2
38,2018,Norteamerica,2
39,2018,Norteamerica,2
40,2018,Norteamerica,3
41,2018,Norteamerica,3
42,2018,Norteamerica,2
43,2018,Norteamerica,2
44,2018,Norteamerica,2
45,2018,Norteamerica,2
46,2018,Norteamerica,2
47,2018,Norteamerica,2
48,2018,Norteamerica,2
49,2018,Norteamerica,2
50,2018,Norteamerica,4
51,2018,Norteamerica,3
52,2018,Norteamerica,3
53,2018,Norteamerica,3
54,2018,Norteamerica,4
55,2018,Norteamerica,4
56,2018,Norteamerica,4
57,2018,Norteamerica,9
58,2018,Norteamerica,5
59,2018,Norteamerica,5
60,2018,Norteamerica,3
61,2018,Norteamerica,5
62,2018,Norteamerica,8
63,2018,Norteamerica,8
64,2018,Norteamerica,5
65,2018,Norteamerica,9
66,2018,Norteamerica,4
67,2018,Norteamerica,8
68,2018,Norteamerica,6
69,2018,Norteamerica,7
70,2018,Norteamerica,10
71,2018,Norteamerica,8
72,2018,Norteamerica,4
73,2018,Norteamerica,6
74,2018,Norteamerica,6
75,2018,Norteamerica,8
76,2018,Norteamerica,9
77,2018,Norteamerica,6
78,2018,Norteamerica,8
79,2018,Norteamerica,6
80,2018,Norteamerica,8
81,2018,Norteamerica,7
82,2018,Norteamerica,5
83,2018,Norteamerica,9
84,2018,Norteamerica,6
85,2018,Norteamerica,9
86,2018,Norteamerica,10
87,2018,Norteamerica,5
88,2018,Norteamerica,10
89,2018,Norteamerica,8
90,2018,Norteamerica,70
0,2019,Norteamerica,7
1,2019,Norteamerica,3
2,2019,Norteamerica,2
3,2019,Norteamerica,3
4,2019,Norteamerica,3
5,2019,Norteamerica,2
6,2019,Norteamerica,2
7,2019,Norteamerica,2
8,2019,Norteamerica,2
9,2019,Norteamerica,2
10,2019,Norteamerica,2
11,2019,Norteamerica,2
12,2019,Norteamerica,2
13,2019,Norteamerica,3
14,2019,Norteamerica,2
15,2019,Norteamerica,3
16,2019,Norteamerica,2
17,2019,Norteamerica,2
18,2019,Norteamerica,2
19,2019,Norteamerica,3
20,2019,Norteamerica,3
21,2019,Norteamerica,3
22,2019,Norteamerica,2
23,2019,Norteamerica,2
24,2019,Norteamerica,2
25,2019,Norteamerica,2
26,2019,Norteamerica,2
27,2019,Norteamerica,2
28,2019,Norteamerica,2
29,2019,Norteamerica,2
30,2019,Norteamerica,3
31,2019,Norteamerica,3
32,2019,Norteamerica,2
33,2019,Norteamerica,2
34,2019,Norteamerica,2
35,2019,Norteamerica,2
36,2019,Norteamerica,3
37,2019,Norteamerica,3
38,2019,Norteamerica,3
39,2019,Norteamerica,3
40,2019,Norteamerica,2
41,2019,Norteamerica,3
42,2019,Norteamerica,3
43,2019,Norteamerica,2
44,2019,Norteamerica,2
45,2019,Norteamerica,2
46,2019,Norteamerica,2
47,2019,Norteamerica,4
48,2019,Norteamerica,2
49,2019,Norteamerica,3
50,2019,Norteamerica,7
51,2019,Norteamerica,3
52,2019,Norteamerica,3
53,2019,Norteamerica,4
54,2019,Norteamerica,4
55,2019,Norteamerica,4
56,2019,Norteamerica,5
57,2019,Norteamerica,5
58,2019,Norteamerica,4
59,2019,Norteamerica,5
60,2019,Norteamerica,8
61,2019,Norteamerica,6
62,2019,Norteamerica,5
63,2019,Norteamerica,11
64,2019,Norteamerica,6
65,2019,Norteamerica,5
66,2019,Norteamerica,5
67,2019,Norteamerica,8
68,2019,Norteamerica,6
69,2019,Norteamerica,9
70,2019,Norteamerica,7
71,2019,Norteamerica,10
72,2019,Norteamerica,8
73,2019,Norteamerica,9
74,2019,Norteamerica,8
75,2019,Norteamerica,13
76,2019,Norteamerica,12
77,2019,Norteamerica,6
78,2019,Norteamerica,5
79,2019,Norteamerica,4
80,2019,Norteamerica,5
81,2019,Norteamerica,5
82,2019,Norteamerica,8
83,2019,Norteamerica,8
84,2019,Norteamerica,4
85,2019,Norteamerica,5
86,2019,Norteamerica,7
87,2019,Norteamerica,12
88,2019,Norteamerica,10
89,2019,Norteamerica,15
90,2019,Norteamerica,76
0,2020,Norteamerica,5
1,2020,Norteamerica,2
2,2020,Norteamerica,2
3,2020,Norteamerica,3
4,2020,Norteamerica,3
5,2020,Norteamerica,2
6,2020,Norteamerica,2
7,2020,Norteamerica,2
8,2020,Norteamerica,2
9,2020,Norteamerica,2
10,2020,Norteamerica,2
11,2020,Norteamerica,2
12,2020,Norteamerica,2
13,2020,Norteamerica,3
14,2020,Norteamerica,2
15,2020,Norteamerica,3
16,2020,Norteamerica,3
17,2020,Norteamerica,3
18,2020,Norteamerica,3
19,2020,Norteamerica,4
20,2020,Norteamerica,4
21,2020,Norteamerica,3
22,2020,Norteamerica,2
23,2020,Norteamerica,2
24,2020,Norteamerica,2
25,2020,Norteamerica,2
26,2020,Norteamerica,3
27,2020,Norteamerica,3
28,2020,Norteamerica,3
29,2020,Norteamerica,3
30,2020,Norteamerica,2
31,2020,Norteamerica,2
32,2020,Norteamerica,2
33,2020,Norteamerica,2
34,2020,Norteamerica,2
35,2020,Norteamerica,2
36,2020,Norteamerica,3
37,2020,Norteamerica,3
38,2020,Norteamerica,3
39,2020,Norteamerica,2
40,2020,Norteamerica,2
41,2020,Norteamerica,2
42,2020,Norteamerica,2
43,2020,Norteamerica,2
44,2020,Norteamerica,2
45,2020,Norteamerica,2
46,2020,Norteamerica,2
47,2020,Norteamerica,2
48,2020,Norteamerica,2
49,2020,Norteamerica,2
50,2020,Norteamerica,2
51,2020,Norteamerica,3
52,2020,Norteamerica,3
53,2020,Norteamerica,2
54,2020,Norteamerica,2
55,2020,Norteamerica,2
56,2020,Norteamerica,4
57,2020,Norteamerica,5
58,2020,Norteamerica,5
59,2020,Norteamerica,5
60,2020,Norteamerica,5
61,2020,Norteamerica,2
62,2020,Norteamerica,2
63,2020,Norteamerica,2
64,2020,Norteamerica,3
65,2020,Norteamerica,3
66,2020,Norteamerica,5
67,2020,Norteamerica,4
68,2020,Norteamerica,3
69,2020,Norteamerica,3
70,2020,Norteamerica,3
71,2020,Norteamerica,8
72,2020,Norteamerica,9
73,2020,Norteamerica,7
74,2020,Norteamerica,4
75,2020,Norteamerica,9
76,2020,Norteamerica,9
77,2020,Norteamerica,9
78,2020,Norteamerica,7
79,2020,Norteamerica,4
80,2020,Norteamerica,6
81,2020,Norteamerica,10
82,2020,Norteamerica,2
83,2020,Norteamerica,3
84,2020,Norteamerica,5
85,2020,Norteamerica,6
86,2020,Norteamerica,11
87,2020,Norteamerica,8
88,2020,Norteamerica,7
89,2020,Norteamerica,7
90,2020,Norteamerica,59
0,2021,Norteamerica,4
1,2021,Norteamerica,2
2,2021,Norteamerica,2
3,2021,Norteamerica,2
4,2021,Norteamerica,3
5,2021,Norteamerica,2
6,2021,Norteamerica,2
7,2021,Norteamerica,2
8,2021,Norteamerica,2
9,2021,Norteamerica,2
10,2021,Norteamerica,1
11,2021,Norteamerica,1
12,2021,Norteamerica,1
13,2021,Norteamerica,1
14,2021,Norteamerica,1
15,2021,Norteamerica,1
16,2021,Norteamerica,1
17,2021,Norteamerica,1
18,2021,Norteamerica,1
19,2021,Norteamerica,1
20,2021,Norteamerica,1
21,2021,Norteamerica,1
22,2021,Norteamerica,1
23,2021,Norteamerica,2
24,2021,Norteamerica,2
25,2021,Norteamerica,2
26,2021,Norteamerica,2
27,2021,Norteamerica,2
28,2021,Norteamerica,3
29,2021,Norteamerica,3
30,2021,Norteamerica,3
31,2021,Norteamerica,3
32,2021,Norteamerica,4
33,2021,Norteamerica,3
34,2021,Norteamerica,3
35,2021,Norteamerica,3
36,2021,Norteamerica,3
37,2021,Norteamerica,3
38,2021,Norteamerica,3
39,2021,Norteamerica,3
40,2021,Norteamerica,4
41,2021,Norteamerica,3
42,2021,Norteamerica,2
43,2021,Norteamerica,3
44,2021,Norteamerica,4
45,2021,Norteamerica,2
46,2021,Norteamerica,2
47,2021,Norteamerica,3
48,2021,Norteamerica,4
49,2021,Norteamerica,5
50,2021,Norteamerica,3
51,2021,Norteamerica,4
52,2021,Norteamerica,2
53,2021,Norteamerica,5
54,2021,Norteamerica,4
55,2021,Norteamerica,4
56,2021,Norteamerica,4
57,2021,Norteamerica,2
58,2021,Norteamerica,5
59,2021,Norteamerica,5
60,2021,Norteamerica,5
61,2021,Norteamerica,4
62,2021,Norteamerica,7
63,2021,Norteamerica,7
64,2021,Norteamerica,6
65,2021,Norteamerica,6
66,2021,Norteamerica,5
67,2021,Norteamerica,5
68,2021,Norteamerica,7
69,2021,Norteamerica,6
70,2021,Norteamerica,10
71,2021,Norteamerica,14
72,2021,Norteamerica,6
73,2021,Norteamerica,14
74,2021,Norteamerica,12
75,2021,Norteamerica,9
76,2021,Norteamerica,11
77,2021,Norteamerica,10
78,2021,Norteamerica,6
79,2021,Norteamerica,5
80,2021,Norteamerica,9
81,2021,Norteamerica,5
82,2021,Norteamerica,12
83,2021,Norteamerica,14
84,2021,Norteamerica,14
85,2021,Norteamerica,6
86,2021,Norteamerica,8
87,2021,Norteamerica,10
88,2021,Norteamerica,11
89,2021,Norteamerica,10
90,2021,Norteamerica,86
0,2022,Norteamerica,5
1,2022,Norteamerica,2
2,2022,Norteamerica,2
3,2022,Norteamerica,2
4,2022,Norteamerica,2
5,2022,Norteamerica,1
6,2022,Norteamerica,1
7,2022,Norteamerica,1
8,2022,Norteamerica,1
9,2022,Norteamerica,1
10,2022,Norteamerica,1
11,2022,Norteamerica,1
12,2022,Norteamerica,1
13,2022,Norteamerica,1
14,2022,Norteamerica,1
15,2022,Norteamerica,1
16,2022,Norteamerica,1
17,2022,Norteamerica,1
18,2022,Norteamerica,1
19,2022,Norteamerica,1
20,2022,Norteamerica,2
21,2022,Norteamerica,2
22,2022,Norteamerica,1
23,2022,Norteamerica,1
24,2022,Norteamerica,1
25,2022,Norteamerica,1
26,2022,Norteamerica,1
27,2022,Norteamerica,1
28,2022,Norteamerica,1
29,2022,Norteamerica,1
30,2022,Norteamerica,1
31,2022,Norteamerica,1
32,2022,Norteamerica,2
33,2022,Norteamerica,1
34,2022,Norteamerica,1
35,2022,Norteamerica,1
36,2022,Norteamerica,2
37,2022,Norteamerica,1
38,2022,Norteamerica,2
39,2022,Norteamerica,4
40,2022,Norteamerica,3
41,2022,Norteamerica,1
42,2022,Norteamerica,3
43,2022,Norteamerica,1
44,2022,Norteamerica,2
45,2022,Norteamerica,2
46,2022,Norteamerica,3
47,2022,Norteamerica,4
48,2022,Norteamerica,1
49,2022,Norteamerica,2
50,2022,Norteamerica,4
51,2022,Norteamerica,4
52,2022,Norteamerica,4
53,2022,Norteamerica,6
54,2022,Norteamerica,4
55,2022,Norteamerica,4
56,2022,Norteamerica,5
57,2022,Norteamerica,5
58,2022,Norteamerica,5
59,2022,Norteamerica,7
60,2022,Norteamerica,8
61,2022,Norteamerica,4
62,2022,Norteamerica,8
63,2022,Norteamerica,8
64,2022,Norteamerica,6
65,2022,Norteamerica,7
66,2022,Norteamerica,9
67,2022,Norteamerica,9
68,2022,Norteamerica,10
69,2022,Norteamerica,9
70,2022,Norteamerica,8
71,2022,Norteamerica,10
72,2022,Norteamerica,12
73,2022,Norteamerica,14
74,2022,Norteamerica,10
75,2022,Norteamerica,12
76,2022,Norteamerica,8
77,2022,Norteamerica,11
78,2022,Norteamerica,4
79,2022,Norteamerica,10
80,2022,Norteamerica,9
81,2022,Norteamerica,8
82,2022,Norteamerica,11
83,2022,Norteamerica,16
84,2022,Norteamerica,15
85,2022,Norteamerica,18
86,2022,Norteamerica,9
87,2022,Norteamerica,8
88,2022,Norteamerica,11
89,2022,Norteamerica,10
90,2022,Norteamerica,86
0,2016,Asia,16
1,2016,Asia,3
2,2016,Asia,3
3,2016,Asia,2
4,2016,Asia,2
5,2016,Asia,2
6,2016,Asia,3
7,2016,Asia,2
8,2016,Asia,2
9,2016,Asia,2
10,2016,Asia,2
11,2016,Asia,2
12,2016,Asia,2
13,2016,Asia,2
14,2016,Asia,3
15,2016,Asia,4
16,2016,Asia,4
17,2016,Asia,3
18,2016,Asia,3
19,2016,Asia,3
20,2016,Asia,3
21,2016,Asia,4
22,2016,Asia,3
23,2016,Asia,3
24,2016,Asia,2
25,2016,Asia,3
26,2016,Asia,4
27,2016,Asia,3
28,2016,Asia,2
29,2016,Asia,7
30,2016,Asia,2
31,2016,Asia,5
32,2016,Asia,2
33,2016,Asia,5
34,2016,Asia,3
35,2016,Asia,4
36,2016,Asia,3
37,2016,Asia,3
38,2016,Asia,2
39,2016,Asia,6
40,2016,Asia,6
41,2016,Asia,6
42,2016,Asia,7
43,2016,Asia,8
44,2016,Asia,8
45,2016,Asia,5
46,2016,Asia,5
47,2016,Asia,7
48,2016,Asia,16
49,2016,Asia,10
50,2016,Asia,11
51,2016,Asia,10
52,2016,Asia,7
53,2016,Asia,8
54,2016,Asia,13
55,2016,Asia,4
56,2016,Asia,9
57,2016,Asia,6
58,2016,Asia,11
59,2016,Asia,7
60,2016,Asia,8
61,2016,Asia,9
62,2016,Asia,4
63,2016,Asia,9
64,2016,Asia,10
65,2016,Asia,7
66,2016,Asia,9
67,2016,Asia,6
68,2016,Asia,4
69,2016,Asia,5
70,2016,Asia,11
71,2016,Asia,6
72,2016,Asia,4
73,2016,Asia,7
74,2016,Asia,8
75,2016,Asia,5
76,2016,Asia,6
77,2016,Asia,7
78,2016,Asia,6
79,2016,Asia,5
80,2016,Asia,8
81,2016,Asia,7
82,2016,Asia,7
83,2016,Asia,8
84,2016,Asia,6
85,2016,Asia,7
86,2016,Asia,9
87,2016,Asia,6
88,2016,Asia,4
89,2016,Asia,5
90,2016,Asia,24
0,2017,Asia,23
1,2017,Asia,3
2,2017,Asia,2
3,2017,Asia,2
4,2017,Asia,2
5,2017,Asia,2
6,2017,Asia,2
7,2017,Asia,2
8,2017,Asia,2
9,2017,Asia,2
10,2017,Asia,3
11,2017,Asia,4
12,2017,Asia,4
13,2017,Asia,4
14,2017,Asia,3
15,2017,Asia,3
16,2017,Asia,3
17,2017,Asia,3
18,2017,Asia,3
19,2017,Asia,2
20,2017,Asia,2
21,2017,Asia,2
22,2017,Asia,2
23,2017,Asia,2
24,2017,Asia,2
25,2017,Asia,2
26,2017,Asia,3
27,2017,Asia,3
28,2017,Asia,3
29,2017,Asia,3
30,2017,Asia,3
31,2017,Asia,2
32,2017,Asia,4
33,2017,Asia,6
34,2017,Asia,5
35,2017,Asia,4
36,2017,Asia,3
37,2017,Asia,5
38,2017,Asia,3
39,2017,Asia,7
40,2017,Asia,6
41,2017,Asia,4
42,2017,Asia,7
43,2017,Asia,5
44,2017,Asia,5
45,2017,Asia,8
46,2017,Asia,5
47,2017,Asia,7
48,2017,Asia,13
49,2017,Asia,6
50,2017,Asia,6
51,2017,Asia,10
52,2017,Asia,11
53,2017,Asia,8
54,2017,Asia,13
55,2017,Asia,9
56,2017,Asia,11
57,2017,Asia,8
58,2017,Asia,9
59,2017,Asia,10
60,2017,Asia,10
61,2017,Asia,7
62,2017,Asia,13
63,2017,Asia,8
64,2017,Asia,15
65,2017,Asia,9
66,2017,Asia,13
67,2017,Asia,12
68,2017,Asia,8
69,2017,Asia,10
70,2017,Asia,7
71,2017,Asia,4
72,2017,Asia,5
73,2017,Asia,4
74,2017,Asia,2
75,2017,Asia,4
76,2017,Asia,9
77,2017,Asia,9
78,2017,Asia,5
79,2017,Asia,8
80,2017,Asia,6
81,2017,Asia,10
82,2017,Asia,8
83,2017,Asia,5
84,2017,Asia,9
85,2017,Asia,7
86,2017,Asia,4
87,2017,Asia,7
88,2017,Asia,4
89,2017,Asia,7
90,2017,Asia,27
0,2018,Asia,7
1,2018,Asia,4
2,2018,Asia,4
3,2018,Asia,3
4,2018,Asia,3
5,2018,Asia,4
6,2018,Asia,3
7,2018,Asia,3
8,2018,Asia,2
9,2018,Asia,2
10,2018,Asia,2
11,2018,Asia,2
12,2018,Asia,3
13,2018,Asia,3
14,2018,Asia,3
15,2018,Asia,2
16,2018,Asia,2
17,2018,Asia,2
18,2018,Asia,2
19,2018,Asia,3
20,2018,Asia,2
21,2018,Asia,2
22,2018,Asia,2
23,2018,Asia,2
24,2018,Asia,2
25,2018,Asia,2
26,2018,Asia,4
27,2018,Asia,2
28,2018,Asia,3
29,2018,Asia,4
30,2018,Asia,4
31,2018,Asia,4
32,2018,Asia,4
33,2018,Asia,4
34,2018,Asia,5
35,2018,Asia,5
36,2018,Asia,6
37,2018,Asia,6
38,2018,Asia,4
39,2018,Asia,6
40,2018,Asia,5
41,2018,Asia,7
42,2018,Asia,4
43,2018,Asia,5
44,2018,Asia,10
45,2018,Asia,7
46,2018,Asia,6
47,2018,Asia,7
48,2018,Asia,8
49,2018,Asia,15
50,2018,Asia,6
51,2018,Asia,6
52,2018,Asia,8
53,2018,Asia,6
54,2018,Asia,12
55,2018,Asia,9
56,2018,Asia,9
57,2018,Asia,8
58,2018,Asia,15
59,2018,Asia,10
60,2018,Asia,13
61,2018,Asia,7
62,2018,Asia,12
63,2018,Asia,13
64,2018,Asia,7
65,2018,Asia,8
66,2018,Asia,12
67,2018,Asia,12
68,2018,Asia,11
69,2018,Asia,10
70,2018,Asia,5
71,2018,Asia,9
72,2018,Asia,5
73,2018,Asia,6
74,2018,Asia,6
75,2018,Asia,13
76,2018,Asia,5
77,2018,Asia,5
78,2018,Asia,6
79,2018,Asia,8
80,2018,Asia,12
81,2018,Asia,6
82,2018,Asia,6
83,2018,Asia,5
84,2018,Asia,4
85,2018,Asia,7
86,2018,Asia,8
87,2018,Asia,7
88,2018,Asia,7
89,2018,Asia,5
90,2018,Asia,27
0,2019,Asia,13
1,2019,Asia,2
2,2019,Asia,3
3,2019,Asia,2
4,2019,Asia,2
5,2019,Asia,2
6,2019,Asia,2
7,2019,Asia,2
8,2019,Asia,2
9,2019,Asia,2
10,2019,Asia,2
11,2019,Asia,2
12,2019,Asia,2
13,2019,Asia,2
14,2019,Asia,2
15,2019,Asia,2
16,2019,Asia,2
17,2019,Asia,2
18,2019,Asia,5
19,2019,Asia,2
20,2019,Asia,4
21,2019,Asia,4
22,2019,Asia,4
23,2019,Asia,3
24,2019,Asia,3
25,2019,Asia,5
26,2019,Asia,2
27,2019,Asia,2
28,2019,Asia,2
29,2019,Asia,4
30,2019,Asia,3
31,2019,Asia,5
32,2019,Asia,4
33,2019,Asia,4
34,2019,Asia,5
35,2019,Asia,5
36,2019,Asia,7
37,2019,Asia,7
38,2019,Asia,1
39,2019,Asia,13
40,2019,Asia,9
41,2019,Asia,5
42,2019,Asia,6
43,2019,Asia,14
44,2019,Asia,12
45,2019,Asia,8
46,2019,Asia,10
47,2019,Asia,6
48,2019,Asia,8
49,2019,Asia,15
50,2019,Asia,8
51,2019,Asia,7
52,2019,Asia,9
53,2019,Asia,9
54,2019,Asia,13
55,2019,Asia,4
56,2019,Asia,9
57,2019,Asia,11
58,2019,Asia,7
59,2019,Asia,11
60,2019,Asia,9
61,2019,Asia,15
62,2019,Asia,9
63,2019,Asia,14
64,2019,Asia,11
65,2019,Asia,9
66,2019,Asia,14
67,2019,Asia,13
68,2019,Asia,12
69,2019,Asia,14
70,2019,Asia,11
71,2019,Asia,16
72,2019,Asia,12
73,2019,Asia,10
74,2019,Asia,7
75,2019,Asia,8
76,2019,Asia,11
77,2019,Asia,6
78,2019,Asia,11
79,2019,Asia,9
80,2019,Asia,14
81,2019,Asia,9
82,2019,Asia,9
83,2019,Asia,13
84,2019,Asia,10
85,2019,Asia,7
86,2019,Asia,5
87,2019,Asia,4
88,2019,Asia,3
89,2019,Asia,5
90,2019,Asia,41
0,2020,Asia,12
1,2020,Asia,3
2,2020,Asia,3
3,2020,Asia,3
4,2020,Asia,3
5,2020,Asia,3
6,2020,Asia,3
7,2020,Asia,3
8,2020,Asia,2
9,2020,Asia,2
10,2020,Asia,2
11,2020,Asia,2
12,2020,Asia,3
13,2020,Asia,3
14,2020,Asia,3
15,2020,Asia,3
16,2020,Asia,3
17,2020,Asia,4
18,2020,Asia,5
19,2020,Asia,4
20,2020,Asia,2
21,2020,Asia,2
22,2020,Asia,3
23,2020,Asia,3
24,2020,Asia,3
25,2020,Asia,2
26,2020,Asia,2
27,2020,Asia,3
28,2020,Asia,3
29,2020,Asia,3
30,2020,Asia,2
31,2020,Asia,5
32,2020,Asia,4
33,2020,Asia,2
34,2020,Asia,5
35,2020,Asia,3
36,2020,Asia,8
37,2020,Asia,7
38,2020,Asia,2
39,2020,Asia,5
40,2020,Asia,9
41,2020,Asia,5
42,2020,Asia,4
43,2020,Asia,8
44,2020,Asia,7
45,2020,Asia,15
46,2020,Asia,8
47,2020,Asia,14
48,2020,Asia,10
49,2020,Asia,11
50,2020,Asia,13
51,2020,Asia,18
52,2020,Asia,18
53,2020,Asia,10
54,2020,Asia,15
55,2020,Asia,13
56,2020,Asia,12
57,2020,Asia,11
58,2020,Asia,17
59,2020,Asia,12
60,2020,Asia,16
61,2020,Asia,13
62,2020,Asia,17
63,2020,Asia,14
64,2020,Asia,17
65,2020,Asia,16
66,2020,Asia,13
67,2020,Asia,9
68,2020,Asia,17
69,2020,Asia,10
70,2020,Asia,18
71,2020,Asia,14
72,2020,Asia,11
73,2020,Asia,14
74,2020,Asia,13
75,2020,Asia,8
76,2020,Asia,12
77,2020,Asia,9
78,2020,Asia,12
79,2020,Asia,7
80,2020,Asia,11
81,2020,Asia,12
82,2020,Asia,7
83,2020,Asia,10
84,2020,Asia,6
85,2020,Asia,9
86,2020,Asia,6
87,2020,Asia,9
88,2020,Asia,6
89,2020,Asia,7
90,2020,Asia,47
0,2021,Asia,15
1,2021,Asia,3
2,2021,Asia,4
3,2021,Asia,2
4,2021,Asia,3
5,2021,Asia,3
6,2021,Asia,3
7,2021,Asia,2
8,2021,Asia,2
9,2021,Asia,2
10,2021,Asia,2
11,2021,Asia,2
12,2021,Asia,2
13,2021,Asia,2
14,2021,Asia,2
15,2021,Asia,3
16,2021,Asia,3
17,2021,Asia,3
18,2021,Asia,2
19,2021,Asia,3
20,2021,Asia,3
21,2021,Asia,3
22,2021,Asia,4
23,2021,Asia,4
24,2021,Asia,3
25,2021,Asia,4
26,2021,Asia,3
27,2021,Asia,2
28,2021,Asia,2
29,2021,Asia,2
30,2021,Asia,3
31,2021,Asia,4
32,2021,Asia,3
33,2021,Asia,4
34,2021,Asia,2
35,2021,Asia,6
36,2021,Asia,8
37,2021,Asia,7
38,2021,Asia,9
39,2021,Asia,10
40,2021,Asia,7
41,2021,Asia,5
42,2021,Asia,8
43,2021,Asia,6
44,2021,Asia,17
45,2021,Asia,8
46,2021,Asia,4
47,2021,Asia,16
48,2021,Asia,14
49,2021,Asia,5
50,2021,Asia,9
51,2021,Asia,15
52,2021,Asia,11
53,2021,Asia,7
54,2021,Asia,18
55,2021,Asia,11
56,2021,Asia,9
57,2021,Asia,8
58,2021,Asia,17
59,2021,Asia,13
60,2021,Asia,12
61,2021,Asia,13
62,2021,Asia,16
63,2021,Asia,14
64,2021,Asia,15
65,2021,Asia,20
66,2021,Asia,17
67,2021,Asia,14
68,2021,Asia,19
69,2021,Asia,18
70,2021,Asia,13
71,2021,Asia,18
72,2021,Asia,23
73,2021,Asia,18
74,2021,Asia,16
75,2021,Asia,17
76,2021,Asia,18
77,2021,Asia,14
78,2021,Asia,11
79,2021,Asia,16
80,2021,Asia,14
81,2021,Asia,8
82,2021,Asia,15
83,2021,Asia,6
84,2021,Asia,13
85,2021,Asia,13
86,2021,Asia,11
87,2021,Asia,5
88,2021,Asia,9
89,2021,Asia,9
90,2021,Asia,36
0,2022,Asia,16
1,2022,Asia,2
2,2022,Asia,2
3,2022,Asia,2
4,2022,Asia,2
5,2022,Asia,4
6,2022,Asia,3
7,2022,Asia,3
8,2022,Asia,2
9,2022,Asia,2
10,2022,Asia,2
11,2022,Asia,2
12,2022,Asia,2
13,2022,Asia,1
14,2022,Asia,1
15,2022,Asia,2
16,2022,Asia,2
17,2022,Asia,2
18,2022,Asia,2
19,2022,Asia,2
20,2022,Asia,2
21,2022,Asia,5
22,2022,Asia,2
23,2022,Asia,3
24,2022,Asia,4
25,2022,Asia,4
26,2022,Asia,5
27,2022,Asia,2
28,2022,Asia,2
29,2022,Asia,2
30,2022,Asia,6
31,2022,Asia,3
32,2022,Asia,3
33,2022,Asia,4
34,2022,Asia,2
35,2022,Asia,6
36,2022,Asia,3
37,2022,Asia,3
38,2022,Asia,5
39,2022,Asia,6
40,2022,Asia,6
41,2022,Asia,10
42,2022,Asia,7
43,2022,Asia,6
44,2022,Asia,5
45,2022,Asia,9
46,2022,Asia,10
47,2022,Asia,8
48,2022,Asia,10
49,2022,Asia,11
50,2022,Asia,9
51,2022,Asia,16
52,2022,Asia,16
53,2022,Asia,11
54,2022,Asia,16
55,2022,Asia,17
56,2022,Asia,14
57,2022,Asia,20
58,2022,Asia,21
59,2022,Asia,15
60,2022,Asia,18
61,2022,Asia,12
62,2022,Asia,13
63,2022,Asia,15
64,2022,Asia,15
65,2022,Asia,18
66,2022,Asia,17
67,2022,Asia,15
68,2022,Asia,11
69,2022,Asia,16
70,2022,Asia,10
71,2022,Asia,10
72,2022,Asia,22
73,2022,Asia,16
74,2022,Asia,15
75,2022,Asia,17
76,2022,Asia,11
77,2022,Asia,15
78,2022,Asia,10
79,2022,Asia,10
80,2022,Asia,14
81,2022,Asia,13
82,2022,Asia,14
83,2022,Asia,12
84,2022,Asia,10
85,2022,Asia,14
86,2022,Asia,10
87,2022,Asia,12
88,2022,Asia,8
89,2022,Asia,12
90,2022,Asia,39
0,2016,Marruecos,106
1,2016,Marruecos,11
